Symbol,Description,Price,Market Capitalization,Optionable Stocks,Average Volume (10 Day),Beta
IONQ,IONQ Inc,$34.11,$12B (Mid),Yes,"22,574,170",2.63
IONS,Ionis Pharmaceuticals Inc,$80.60,$13B (Mid),Yes,"1,882,520",0.32
IOT,Samsara Inc,$27.32,$16B (Mid),Yes,"11,677,290",1.61
IP,International Paper Co,$49.10,$26B (Mid),Yes,"8,701,070",1.04
IR,Ingersoll Rand Inc,$98.52,$39B (Mid),Yes,"7,149,200",1.27
IREN,IREN Ltd,$42.22,$14B (Mid),Yes,"47,443,510",4.32
IRON,Disc Medicine Inc,$55.95,$2B (Micro),Yes,"887,620",0.91
ITGR,Integer Holdings Corp,$85.92,$3B (Small),Yes,"997,350",0.74
ITRI,Itron Inc,$89.36,$4B (Small),Yes,"814,560",1.45
IVZ,Invesco Ltd,$26.52,$12B (Mid),Yes,"7,059,890",1.66
JD,JD.com Inc,$27.14,$43B (Large),Yes,"9,613,560",0.42
JEF,Jefferies Financial Group Inc,$53.72,$11B (Mid),Yes,"2,852,310",1.5
JHG,Janus Henderson Group PLC,$49.05,$8B (Small),Yes,"2,267,250",1.53
JHX,James Hardie Industries PLC,$25.88,$15B (Mid),Yes,"8,042,600",1.77
JJSF,J&J Snack Foods Corp,$86.30,$2B (Micro),Yes,"414,240",0.35
JKS,JinkoSolar Holding Co Ltd,$26.56,$3B (Small),Yes,"775,440",0.49
JOYY,JOYY Inc,$61.18,$3B (Small),Yes,"398,100",0.39
KBH,KB Home,$66.36,$4B (Small),Yes,"1,152,830",1.45
KBR,KBR Inc,$41.30,$5B (Small),Yes,"1,358,560",0.51
KDP,Keurig Dr Pepper Inc,$29.69,$40B (Mid),Yes,"10,532,800",0.33
KFRC,Kforce Inc,$28.95,$525M (Micro),Yes,"253,970",0.58
KFY,Korn Ferry,$61.23,$3B (Small),Yes,"571,040",1.33
KGC,Kinross Gold Corp,$34.40,$42B (Large),Yes,"12,698,490",0.74
KLIC,Kulicke and Soffa Industries Inc,$71.62,$4B (Small),Yes,"1,254,820",1.56
KMI,Kinder Morgan Inc,$32.32,$72B (Large),Yes,"14,180,950",0.68
KMPR,Kemper Corp,$32.05,$2B (Micro),Yes,"1,285,060",1.16
KMT,Kennametal Inc,$39.59,$3B (Small),Yes,"2,413,750",1.46
KMX,Carmax Inc,$41.43,$6B (Small),Yes,"3,270,900",1.36
KN,Knowles Corp,$27.29,$2B (Small),Yes,"972,930",1.48
KNSA,Kiniksa Pharmaceuticals International PLC,$45.37,$3B (Small),Yes,"395,350",0.05
KNTK,Kinetik Holdings Inc,$41.54,$7B (Small),Yes,"1,232,700",0.72
KNX,Knight-Swift Transportation Holdings Inc,$59.55,$10B (Mid),Yes,"3,791,160",1.13
KO,Coca-Cola Co,$78.68,$338B (Large),Yes,"23,273,060",0.35
KR,Kroger Co,$71.25,$45B (Large),Yes,"7,807,410",0.6
KRC,Kilroy Realty Corp,$31.75,$4B (Small),Yes,"2,485,460",1.11
KRG,Kite Realty Group Trust,$25.03,$5B (Small),Yes,"1,792,850",0.86
KSPI,Kaspi.kz AO,$73.30,$14B (Mid),Yes,"482,010",0.02
KTB,Kontoor Brands Inc,$67.46,$4B (Small),Yes,"732,610",1.16
KTOS,Kratos Defense and Security Solutions Inc,$89.06,$15B (Mid),Yes,"3,155,530",1.13
KYMR,Kymera Therapeutics Inc,$82.34,$7B (Small),Yes,"835,380",2.22
LASR,nLIGHT Inc,$52.28,$3B (Small),Yes,"1,822,010",2.27
LAUR,Laureate Education Inc,$34.77,$5B (Small),Yes,"898,080",0.58
LAZ,Lazard Inc,$52.31,$5B (Small),Yes,"984,910",1.38
LBRT,Liberty Energy Inc,$25.90,$4B (Small),Yes,"6,601,140",0.5
LGIH,LGI Homes Inc,$60.83,$1B (Micro),Yes,"366,840",1.84
LINC,Lincoln Educational Services Corp,$28.90,$914M (Micro),Yes,"380,700",0.96
LIVN,LivaNova PLC,$65.80,$4B (Small),Yes,"684,880",0.93
LKQ,LKQ Corp,$34.10,$9B (Mid),Yes,"2,168,950",0.87
LMND,Lemonade Inc,$63.76,$5B (Small),Yes,"2,837,430",2.1
LNC,Lincoln National Corp,$40.88,$8B (Mid),Yes,"2,337,800",1.27
LNT,Alliant Energy Corp,$71.19,$18B (Mid),Yes,"2,952,320",0.65
LOB,Live Oak Bancshares Inc,$40.54,$2B (Micro),Yes,"331,250",1.95
LOGI,Logitech International SA,$89.41,$13B (Mid),Yes,"1,489,080",1.09
LPG,Dorian LPG Ltd,$33.46,$1B (Micro),Yes,"617,340",0.64
LPX,Louisiana-Pacific Corp,$93.62,$7B (Small),Yes,"1,434,830",1.75
LQDA,Liquidia Corp,$38.20,$3B (Small),Yes,"1,383,930",0.51
LRN,Stride Inc,$84.89,$4B (Small),Yes,"1,455,280",0.12
LSCC,Lattice Semiconductor Corp,$97.63,$13B (Mid),Yes,"2,776,510",1.62
LTC,LTC Properties Inc,$39.39,$2B (Micro),Yes,"421,950",0.59
LTH,Life Time Group Holdings Inc,$29.06,$6B (Small),Yes,"2,096,230",1.68
LTM,LATAM Airlines Group SA,$59.71,$17B (Mid),Yes,"2,641,420",3.92
LUV,Southwest Airlines Co,$51.11,$25B (Mid),Yes,"10,863,950",1.08
LVS,Las Vegas Sands Corp,$57.15,$38B (Mid),Yes,"5,985,650",0.86
LW,Lamb Weston Holdings Inc,$49.82,$7B (Small),Yes,"2,593,790",0.4
LXP,LXP Industrial Trust,$47.66,$3B (Small),Yes,"666,000",1.11
LYB,LyondellBasell Industries NV,$57.61,$19B (Mid),Yes,"7,009,440",0.63
LZB,La-Z-Boy Inc,$38.34,$2B (Micro),Yes,"342,970",1.25
MAIN,Main Street Capital Corp,$59.44,$5B (Small),Yes,"637,810",0.79
MAN,ManpowerGroup Inc,$28.66,$1B (Micro),Yes,"1,733,990",0.9
MAS,Masco Corp,$76.19,$16B (Mid),Yes,"3,854,350",1.24
MBIN,Merchants Bancorp,$47.63,$2B (Small),Yes,"937,000",1.22
MBUU,Malibu Boats Inc,$31.52,$586M (Micro),Yes,"272,620",1.21
MC,Moelis & Co,$65.94,$5B (Small),Yes,"1,377,910",1.88
MCHP,Microchip Technology Inc,$78.56,$43B (Large),Yes,"12,105,200",1.42
MCY,Mercury General Corp,$93.47,$5B (Small),Yes,"267,420",0.92
MDLZ,Mondelez International Inc,$62.59,$80B (Large),Yes,"13,319,290",0.38
MDT,Medtronic PLC,$99.49,$128B (Large),Yes,"9,509,620",0.72
MEOH,Methanex Corp,$48.75,$4B (Small),Yes,"620,410",0.67
MET,MetLife Inc,$77.31,$51B (Large),Yes,"4,731,500",0.74
MGM,MGM Resorts International,$34.14,$9B (Mid),Yes,"6,276,860",1.39
MGY,Magnolia Oil & Gas Corp,$26.78,$5B (Small),Yes,"3,737,400",0.9
MKC,McCormick & Company Inc,$71.49,$18B (Mid),Yes,"4,026,310",0.57
MMI,Marcus & Millichap Inc,$25.85,$1B (Micro),Yes,"293,000",1.33
MMS,Maximus Inc,$74.69,$4B (Small),Yes,"1,160,040",0.6
MMSI,Merit Medical Systems Inc,$81.66,$5B (Small),Yes,"613,180",0.61
MMYT,MakeMyTrip Ltd,$56.25,$5B (Small),Yes,"3,363,580",0.64
MNDY,monday.com Ltd,$72.38,$4B (Small),Yes,"5,465,400",1.32
MNST,Monster Beverage Corp,$81.48,$80B (Large),Yes,"7,231,570",0.45
MO,Altria Group Inc,$67.25,$113B (Large),Yes,"10,654,160",0.48
MOS,Mosaic Co,$29.65,$9B (Mid),Yes,"5,950,880",0.94
MP,MP Materials Corp,$58.03,$10B (Mid),Yes,"7,246,870",1.56
MPLX,MPLX LP,$56.83,$58B (Large),Yes,"2,623,700",0.55
MRCY,Mercury Systems Inc,$82.36,$5B (Small),Yes,"915,520",0.8
MRNA,Moderna Inc,$42.23,$16B (Mid),Yes,"11,050,220",1.34
MRVL,Marvell Technology Inc,$78.61,$69B (Large),Yes,"15,359,960",1.97
MSM,MSC Industrial Direct Co Inc,$94.04,$5B (Small),Yes,"829,300",0.79
MT,ArcelorMittal SA,$61.51,$47B (Large),Yes,"2,207,810",1.47
MTCH,Match Group Inc,$30.50,$7B (Small),Yes,"6,573,330",1.31
MTDR,Matador Resources Co,$47.80,$6B (Small),Yes,"1,708,770",1.08
MTG,MGIC Investment Corp,$26.66,$6B (Small),Yes,"2,769,990",0.82
MTH,Meritage Homes Corp,$80.60,$5B (Small),Yes,"1,155,930",1.44
MUR,Murphy Oil Corp,$33.62,$5B (Small),Yes,"2,002,360",0.71
MUX,McEwen Inc,$25.71,$2B (Micro),Yes,"1,073,450",1.13
MWA,Mueller Water Products Inc,$30.13,$5B (Small),Yes,"1,593,760",1.14
NAMS,NewAmsterdam Pharma Company NV,$34.63,$4B (Small),Yes,"659,100",0.05
NBHC,National Bank Holdings Corp,$41.84,$2B (Micro),Yes,"488,850",0.77
NBR,Nabors Industries Ltd,$68.10,$992M (Micro),Yes,"406,870",0.93
NDAQ,Nasdaq Inc,$79.47,$45B (Large),Yes,"8,375,360",1.06
NE,Noble Corporation PLC,$45.82,$7B (Small),Yes,"3,120,370",1.05
NEE,Nextera Energy Inc,$93.80,$195B (Large),Yes,"8,986,280",0.74
NFG,National Fuel Gas Co,$87.34,$8B (Mid),Yes,"730,220",0.59
NFLX,Netflix Inc,$76.87,$325B (Large),Yes,"48,360,170",1.72
NGG,National Grid PLC,$92.40,$92B (Large),Yes,"1,321,110",0.76
NGVC,Natural Grocers by Vitamin Cottage Inc,$26.84,$618M (Micro),Yes,"254,930",1.37
NGVT,Ingevity Corp,$76.57,$3B (Small),Yes,"308,380",1.29
NHI,National Health Investors Inc,$89.31,$4B (Small),Yes,"294,260",0.65
NI,NiSource Inc,$46.36,$22B (Mid),Yes,"5,615,300",0.64
NJR,New Jersey Resources Corp,$54.23,$5B (Small),Yes,"701,850",0.58
NKE,Nike Inc,$63.13,$93B (Large),Yes,"14,897,330",1.27
NKTR,Nektar Therapeutics,$71.33,$2B (Micro),Yes,"2,334,650",1.12
NMIH,NMI Holdings Inc,$39.65,$3B (Small),Yes,"603,310",0.63
NNN,NNN REIT Inc,$44.34,$8B (Mid),Yes,"1,788,030",0.81
NOG,Northern Oil and Gas Inc,$25.96,$3B (Small),Yes,"1,813,490",0.98
NSA,National Storage Affiliates Trust,$33.47,$3B (Small),Yes,"1,389,670",1.19
NSIT,Insight Enterprises Inc,$85.11,$3B (Small),Yes,"502,560",0.91
NSP,Insperity Inc,$25.68,$969M (Micro),Yes,"1,388,590",0.55
NSSC,NAPCO Security Technologies Inc,$44.15,$2B (Micro),Yes,"700,320",1.44
NTCT,Netscout Systems Inc,$29.79,$2B (Small),Yes,"580,690",0.62
NTNX,Nutanix Inc,$41.76,$11B (Mid),Yes,"5,148,240",0.47
NVO,Novo Nordisk A/S,$49.57,$167B (Large),Yes,"30,479,800",0.7
NVST,Envista Holdings Corp,$28.97,$5B (Small),Yes,"4,999,090",0.94
NWE,NorthWestern Energy Group Inc,$69.68,$4B (Small),Yes,"712,130",0.34
NYT,New York Times Co,$72.94,$12B (Mid),Yes,"4,192,910",1.1
O,Realty Income Corp,$65.66,$60B (Large),Yes,"7,039,520",0.77
OBK,Origin Bancorp Inc,$43.74,$1B (Micro),Yes,"270,340",0.75
OFG,OFG Bancorp,$41.91,$2B (Micro),Yes,"383,760",0.74
OGE,OGE Energy Corp,$46.98,$10B (Mid),Yes,"1,635,960",0.6
OGS,ONE Gas Inc,$86.04,$5B (Small),Yes,"480,020",0.79
OHI,Omega Healthcare Investors Inc,$47.40,$14B (Mid),Yes,"2,683,430",0.53
OII,Oceaneering International Inc,$33.15,$3B (Small),Yes,"1,159,850",1.19
OKE,ONEOK Inc,$86.11,$54B (Large),Yes,"4,497,620",0.9
OKLO,Oklo Inc,$65.69,$10B (Mid),Yes,"10,495,810",0.83
OKTA,Okta Inc,$87.26,$15B (Mid),Yes,"2,827,380",0.75
OLN,Olin Corp,$25.88,$3B (Small),Yes,"3,725,410",1.53
OMC,Omnicom Group Inc,$69.00,$22B (Mid),Yes,"5,262,180",0.77
OMCL,Omnicell Inc,$36.50,$2B (Micro),Yes,"1,233,440",0.82
OMF,OneMain Holdings Inc,$56.91,$7B (Small),Yes,"2,156,840",1.32
ON,ON Semiconductor Corp,$72.21,$28B (Mid),Yes,"12,436,260",1.49
ONON,On Holding Ltd,$45.29,$15B (Mid),Yes,"4,870,360",2.15
OPCH,Option Care Health Inc,$35.42,$6B (Small),Yes,"1,568,040",0.83
OPLN,Openlane Inc,$28.30,$3B (Small),Yes,"811,820",1.29
ORI,Old Republic International Corp,$42.57,$11B (Mid),Yes,"1,707,450",0.73
ORLY,O'Reilly Automotive Inc,$96.66,$81B (Large),Yes,"7,468,360",0.62
OTIS,Otis Worldwide Corp,$89.83,$35B (Mid),Yes,"4,566,250",1.0
OTTR,Otter Tail Corp,$88.16,$4B (Small),Yes,"272,250",0.55
OUT,OUTFRONT Media Inc,$25.04,$4B (Small),Yes,"1,499,550",1.53
OVV,Ovintiv Inc,$46.93,$13B (Mid),Yes,"5,919,800",0.71
OXM,Oxford Industries Inc,$38.22,$569M (Micro),Yes,"270,890",1.05
OXY,Occidental Petroleum Corp,$46.07,$45B (Large),Yes,"11,098,870",0.37
OZK,Bank Ozk,$49.48,$6B (Small),Yes,"1,084,180",0.91
PAAS,Pan American Silver Corp,$57.93,$24B (Mid),Yes,"9,097,600",0.64
PAHC,Phibro Animal Health Corp,$52.26,$2B (Micro),Yes,"412,000",0.73
PARR,Par Pacific Holdings Inc,$42.86,$2B (Small),Yes,"851,510",1.16
PAYX,Paychex Inc,$94.38,$34B (Mid),Yes,"4,714,390",0.9
PB,Prosperity Bancshares Inc,$72.63,$7B (Small),Yes,"1,755,780",0.66
PBF,PBF Energy Inc,$34.54,$4B (Small),Yes,"3,116,330",0.4
PBH,Prestige Consumer Healthcare Inc,$66.79,$3B (Small),Yes,"440,420",0.41
PCOR,Procore Technologies Inc,$52.34,$8B (Mid),Yes,"4,415,670",0.91
PCVX,Vaxcyte Inc,$54.10,$8B (Mid),Yes,"1,777,390",1.34
PDFS,PDF Solutions Inc,$33.69,$1B (Micro),Yes,"358,250",1.54
PEBO,Peoples Bancorp Inc,$33.56,$1B (Micro),Yes,"289,300",0.65
PECO,Phillips Edison & Co Inc,$38.20,$5B (Small),Yes,"1,095,320",0.51
PEG,Public Service Enterprise Group Inc,$86.37,$43B (Large),Yes,"2,686,590",0.6
PEGA,Pegasystems Inc,$43.85,$7B (Small),Yes,"3,703,060",1.06
PFE,Pfizer Inc,$27.58,$157B (Large),Yes,"58,100,250",0.43
PFG,Principal Financial Group Inc,$90.39,$20B (Mid),Yes,"1,760,430",0.89
PFGC,Performance Food Group Co,$98.00,$15B (Mid),Yes,"4,695,040",0.9
PFSI,PennyMac Financial Services Inc,$92.01,$5B (Small),Yes,"1,550,170",1.56
PHG,Koninklijke Philips NV,$31.25,$30B (Mid),Yes,"1,749,670",0.76
PII,Polaris Inc,$65.82,$4B (Small),Yes,"849,200",1.18
PLAB,Photronics Inc,$38.80,$2B (Small),Yes,"1,035,920",1.49
PLNT,Planet Fitness Inc,$90.70,$8B (Small),Yes,"1,579,660",1.23
PNFP,Pinnacle Financial Partners Inc,$96.13,$15B (Mid),Yes,"1,586,870",1.0
PNTG,Pennant Group Inc,$31.97,$1B (Micro),Yes,"274,040",1.23
PNW,Pinnacle West Capital Corp,$99.39,$12B (Mid),Yes,"1,200,290",0.53
POR,Portland General Electric Co,$54.00,$6B (Small),Yes,"1,150,640",0.67
POWI,Power Integrations Inc,$47.21,$3B (Small),Yes,"1,047,340",1.34
PPC,Pilgrims Pride Corp,$43.32,$10B (Mid),Yes,"1,035,740",0.41
PPL,PPL Corp,$37.82,$28B (Mid),Yes,"11,700,020",0.71
PRCT,Procept Biorobotics Corp,$27.79,$2B (Micro),Yes,"1,182,190",0.99
PRDO,Perdoceo Education Corp,$31.43,$2B (Micro),Yes,"408,480",0.89
PRG,PROG Holdings Inc,$33.37,$1B (Micro),Yes,"429,280",1.71
PRGS,Progress Software Corp,$36.53,$2B (Micro),Yes,"1,013,290",0.6
PRKS,United Parks & Resorts Inc,$33.96,$2B (Micro),Yes,"1,522,570",1.19
PRLB,Proto Labs Inc,$67.52,$2B (Micro),Yes,"303,740",1.21
PRM,Perimeter Solutions Inc,$26.22,$4B (Small),Yes,"853,560",1.96
PSIX,Power Solutions International Inc,$98.77,$2B (Small),Yes,"583,640",1.98
PSN,Parsons Corp,$63.38,$7B (Small),Yes,"1,519,990",0.69
PSTG,Pure Storage Inc,$73.85,$24B (Mid),Yes,"3,539,370",1.26
PTCT,PTC Therapeutics Inc,$69.45,$6B (Small),Yes,"1,084,190",0.51
PTGX,Protagonist Therapeutics Inc,$81.49,$5B (Small),Yes,"642,770",2.25
PUK,Prudential PLC,$29.53,$37B (Mid),Yes,"1,168,270",0.75
PVH,PVH Corp,$68.71,$3B (Small),Yes,"896,450",1.66
PYPL,PayPal Holdings Inc,$40.29,$37B (Mid),Yes,"42,838,410",1.46
PZZA,Papa John's International Inc,$31.79,$1B (Micro),Yes,"1,163,870",1.22
QGEN,Qiagen NV,$50.41,$10B (Mid),Yes,"2,567,910",0.7
QRVO,Qorvo Inc,$84.44,$8B (Mid),Yes,"1,435,510",1.34
QSR,Restaurant Brands International Inc,$66.14,$23B (Mid),Yes,"3,602,800",0.59
QTWO,Q2 Holdings Inc,$53.23,$3B (Small),Yes,"1,494,370",1.39
QXO,QXO Inc,$27.07,$19B (Mid),Yes,"8,804,820",2.45
RAPT,RAPT Therapeutics Inc,$57.72,$2B (Micro),Yes,"7,030,750",0.5
RBLX,Roblox Corp,$63.17,$45B (Large),Yes,"16,721,990",1.64
RCI,Rogers Communications Inc,$38.80,$17B (Mid),Yes,"1,214,500",0.75
RDN,Radian Group Inc,$32.82,$4B (Small),Yes,"1,426,210",0.8
RDNT,RadNet Inc,$69.54,$5B (Small),Yes,"790,310",1.49
RDWR,Radware Ltd,$27.92,$1B (Micro),Yes,"309,130",0.93
REG,Regency Centers Corp,$76.18,$14B (Mid),Yes,"1,580,970",0.93
RELX,RELX PLC,$31.06,$56B (Large),Yes,"6,255,630",0.8
REPX,Riley Exploration Permian Inc,$27.76,$610M (Micro),Yes,"269,300",1.22
REXR,Rexford Industrial Realty Inc,$37.20,$9B (Mid),Yes,"3,302,380",1.26
REZI,Resideo Technologies Inc,$35.83,$5B (Small),Yes,"1,347,730",1.72
RF,Regions Financial Corp,$29.74,$26B (Mid),Yes,"14,112,310",1.01
RIGL,Rigel Pharmaceuticals Inc,$34.32,$623M (Micro),Yes,"268,690",1.1
RIO,Rio Tinto PLC,$98.07,$123B (Large),Yes,"4,156,100",0.53
RKLB,Rocket Lab Corp,$67.44,$36B (Mid),Yes,"18,650,470",2.22
RLI,RLI Corp,$61.62,$6B (Small),Yes,"720,650",0.5
RNA,Avidity Biosciences Inc,$72.87,$11B (Mid),Yes,"2,881,930",0.93
RNG,RingCentral Inc,$30.19,$3B (Small),Yes,"4,070,030",1.18
RNST,Renasant Corp,$40.73,$4B (Small),Yes,"819,850",0.96
ROIV,Roivant Sciences Ltd,$26.45,$19B (Mid),Yes,"9,313,800",1.18
ROKU,Roku Inc,$90.06,$13B (Mid),Yes,"5,751,870",1.99
ROL,Rollins Inc,$58.06,$28B (Mid),Yes,"4,508,410",0.81
ROOT,Root Inc,$58.68,$910M (Micro),Yes,"310,480",2.82
RPRX,Royalty Pharma PLC,$45.19,$26B (Mid),Yes,"4,483,110",0.4
RRC,Range Resources Corp,$37.57,$9B (Mid),Yes,"3,296,220",0.59
RRR,Red Rock Resorts Inc,$61.60,$7B (Small),Yes,"829,750",1.47
RTO,Rentokil Initial PLC,$30.45,$15B (Mid),Yes,"2,070,290",1.07
RUSHA,Rush Enterprises Inc,$71.61,$4B (Small),Yes,"494,670",0.9
RVLV,Revolve Group Inc,$25.09,$2B (Micro),Yes,"1,089,710",1.78
RVMD,Revolution Medicines Inc,$96.31,$19B (Mid),Yes,"2,001,890",1.0
RVTY,Revvity Inc,$96.03,$11B (Mid),Yes,"1,768,650",1.11
RYAAY,Ryanair Holdings PLC,$65.49,$34B (Mid),Yes,"1,408,990",1.22
RYAN,Ryan Specialty Holdings Inc,$38.71,$10B (Mid),Yes,"2,686,650",0.66
RYI,Ryerson Holding Corp,$27.03,$871M (Micro),Yes,"492,330",1.59
RYTM,Rhythm Pharmaceuticals Inc,$98.07,$7B (Small),Yes,"769,930",2.05
SA,Seabridge Gold Inc,$34.01,$4B (Small),Yes,"1,125,240",0.78
SAIC,Science Applications International Corp,$86.61,$4B (Small),Yes,"870,550",0.33
SBCF,Seacoast Banking Corporation of Florida,$33.23,$3B (Small),Yes,"886,000",0.91
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,$29.30,$21B (Mid),Yes,"1,403,490",0.79
SBUX,Starbucks Corp,$93.79,$107B (Large),Yes,"8,208,670",0.93
SCHL,Scholastic Corp,$34.09,$867M (Micro),Yes,"348,430",1.18
SCHW,Charles Schwab Corp,$93.72,$167B (Large),Yes,"16,454,340",0.93
SCI,Service Corporation International,$79.66,$11B (Mid),Yes,"1,442,550",1.01
SCSC,Scansource Inc,$35.72,$767M (Micro),Yes,"336,620",1.3
SDRL,Seadrill Ltd,$42.66,$3B (Small),Yes,"1,340,100",1.9
SEDG,Solaredge Technologies Inc,$35.53,$2B (Micro),Yes,"3,004,660",1.61
SEE,Sealed Air Corp,$41.93,$6B (Small),Yes,"3,331,600",1.35
SEI,Solaris Energy Infrastructure Inc,$56.63,$4B (Small),Yes,"3,396,570",1.12
SEIC,SEI Investments Co,$78.63,$10B (Mid),Yes,"911,740",0.97
SFBS,ServisFirst Bancshares Inc,$86.14,$5B (Small),Yes,"309,550",0.9
SFM,Sprouts Farmers Market Inc,$68.96,$7B (Small),Yes,"3,031,430",0.77
SGI,Somnigroup International Inc,$96.04,$20B (Mid),Yes,"2,356,150",1.26
SHAK,Shake Shack Inc,$88.15,$4B (Small),Yes,"1,316,520",1.75
SHEL,Shell PLC,$78.77,$224B (Large),Yes,"7,331,610",0.14
SHG,Shinhan Financial Group Co Ltd,$69.83,$34B (Mid),Yes,"325,490",0.95
SHOO,Steven Madden Ltd,$39.19,$3B (Small),Yes,"2,413,230",1.13
SIG,Signet Jewelers Ltd,$90.09,$4B (Small),Yes,"854,950",1.26
SIGI,Selective Insurance Group Inc,$86.42,$5B (Small),Yes,"641,260",0.22
SKM,SK Telecom Co Ltd,$32.56,$12B (Mid),Yes,"2,353,200",0.47
SKT,Tanger Inc,$33.82,$4B (Small),Yes,"1,354,910",1.15
SKY,Champion Homes Inc,$96.14,$5B (Small),Yes,"1,099,610",1.0
SKYT,Skywater Technology Inc,$29.23,$1B (Micro),Yes,"1,945,050",3.52
SLB,Slb NV,$50.39,$75B (Large),Yes,"20,253,240",0.69
SLF,Sun Life Financial Inc,$68.95,$38B (Mid),Yes,"880,320",0.84
SLG,SL Green Realty Corp,$40.55,$3B (Small),Yes,"1,521,530",1.64
SLGN,Silgan Holdings Inc,$48.65,$5B (Small),Yes,"1,412,950",0.68
SLVM,Sylvamo Corp,$51.37,$2B (Micro),Yes,"381,480",0.82
SMCI,Super Micro Computer Inc,$30.54,$18B (Mid),Yes,"42,324,810",1.52
SMG,Scotts Miracle-Gro Co,$68.35,$4B (Small),Yes,"870,390",1.95
SMTC,Semtech Corp,$87.12,$8B (Mid),Yes,"1,803,990",1.99
SNDR,Schneider National Inc,$28.73,$5B (Small),Yes,"1,155,710",1.06
SNN,Smith & Nephew PLC,$36.18,$15B (Mid),Yes,"910,460",0.65
SNY,Sanofi SA,$46.01,$112B (Large),Yes,"5,787,620",0.44
SO,Southern Co,$94.95,$105B (Large),Yes,"6,990,850",0.43
SON,Sonoco Products Co,$51.67,$5B (Small),Yes,"1,014,600",0.51
SPB,Spectrum Brands Holdings Inc,$76.14,$2B (Micro),Yes,"483,780",0.63
SPSC,SPS Commerce Inc,$61.92,$2B (Small),Yes,"1,062,520",0.62
SQM,Sociedad Quimica y Minera de Chile SA,$70.91,$10B (Mid),Yes,"1,760,540",1.04
SR,Spire Inc,$91.84,$5B (Small),Yes,"438,100",0.65
SRE,Sempra,$94.78,$62B (Large),Yes,"4,542,430",0.73
SRRK,Scholar Rock Holding Corp,$45.98,$5B (Small),Yes,"944,960",0.7
SSNC,SS&C Technologies Holdings Inc,$72.09,$18B (Mid),Yes,"3,522,180",1.19
ST,Sensata Technologies Holding PLC,$36.88,$5B (Small),Yes,"2,838,340",1.13
STAG,STAG Industrial Inc,$38.06,$7B (Small),Yes,"1,764,970",1.04
STC,Stewart Information Services Corp,$69.39,$2B (Micro),Yes,"266,580",1.02
STEP,StepStone Group Inc,$56.76,$7B (Small),Yes,"1,548,470",1.36
STM,STMicroelectronics NV,$33.61,$30B (Mid),Yes,"11,634,000",1.54
STN,Stantec Inc,$87.03,$10B (Mid),Yes,"383,900",1.14
STOK,Stoke Therapeutics Inc,$31.91,$2B (Micro),Yes,"593,090",1.09
SU,Suncor Energy Inc,$55.99,$67B (Large),Yes,"5,944,950",0.43
SUN,Sunoco LP,$59.51,$11B (Mid),Yes,"405,690",0.51
SUPN,Supernus Pharmaceuticals Inc,$50.84,$3B (Small),Yes,"713,050",0.71
SW,Smurfit WestRock PLC,$51.56,$27B (Mid),Yes,"8,969,170",0.95
SWK,Stanley Black & Decker Inc,$91.06,$14B (Mid),Yes,"2,588,070",1.16
SWKS,Skyworks Solutions Inc,$62.10,$9B (Mid),Yes,"4,423,050",1.28
SWX,Southwest Gas Holdings Inc,$87.98,$6B (Small),Yes,"1,235,340",0.62
SXT,Sensient Technologies Corp,$93.03,$4B (Small),Yes,"479,300",0.55
SYF,Synchrony Financial,$71.38,$25B (Mid),Yes,"5,335,160",1.4
SYM,Symbotic Inc,$54.95,$33B (Mid),Yes,"2,883,160",2.13
SYNA,Synaptics Inc,$90.81,$4B (Small),Yes,"986,500",1.65
SYRE,Spyre Therapeutics Inc,$36.63,$3B (Small),Yes,"670,240",3.12
SYY,Sysco Corp,$90.56,$43B (Large),Yes,"4,684,330",0.58
T,AT&T Inc,$28.69,$201B (Large),Yes,"50,764,300",0.36
TAP,Molson Coors Beverage Co,$53.22,$10B (Mid),Yes,"3,070,760",0.46
TARS,Tarsus Pharmaceuticals Inc,$60.78,$3B (Small),Yes,"563,700",0.6
TBBK,Bancorp Inc,$58.57,$3B (Small),Yes,"798,160",1.29
TD,Toronto-Dominion Bank,$95.32,$160B (Large),Yes,"2,810,700",0.65
TDC,Teradata Corp,$33.56,$3B (Small),Yes,"3,307,290",0.5
TDS,Telephone and Data Systems Inc,$47.59,$5B (Small),Yes,"823,610",0.33
TDW,Tidewater Inc,$69.93,$3B (Small),Yes,"722,360",0.59
TEAM,Atlassian Corp,$84.38,$22B (Mid),Yes,"8,392,890",0.94
TECH,Bio-Techne Corp,$59.93,$9B (Mid),Yes,"2,906,730",1.48
TEVA,Teva Pharmaceutical Industries Ltd,$33.98,$40B (Mid),Yes,"10,104,690",0.72
TEX,Terex Corp,$69.23,$8B (Mid),Yes,"4,148,000",1.61
TFC,Truist Financial Corp,$51.90,$66B (Large),Yes,"10,603,280",0.85
TGTX,TG Therapeutics Inc,$28.50,$5B (Small),Yes,"1,563,100",1.87
THR,Thermon Group Holdings Inc,$51.69,$2B (Micro),Yes,"546,960",0.69
THRM,Gentherm Inc,$32.21,$982M (Micro),Yes,"355,870",1.31
TIGO,Millicom International Cellular SA,$65.71,$11B (Mid),Yes,"1,312,320",0.91
TILE,Interface Inc,$33.40,$2B (Micro),Yes,"393,850",1.86
