Symbol,Description,Price,Market Capitalization,Optionable Stocks,Average Volume (10 Day),Beta
OSG,Octave Specialty Group Inc,$5.76,$252M (Micro),Yes,"482,650",0.82
OSPN,OneSpan Inc,$11.24,$427M (Micro),Yes,"1,038,280",1.53
OSS,One Stop Systems Inc,$8.70,$213M (Micro),Yes,"1,755,240",0.91
OSW,Onespaworld Holdings Ltd,$22.70,$2B (Small),Yes,"3,025,840",0.97
OTEX,Open Text Corp,$24.59,$6B (Small),Yes,"3,854,690",1.09
OUST,Ouster Inc,$18.77,$1B (Micro),Yes,"1,883,180",2.91
OWL,Blue Owl Capital Inc,$12.30,$19B (Mid),Yes,"38,514,870",1.13
PAA,Plains All American Pipeline LP,$20.15,$14B (Mid),Yes,"3,951,830",0.56
PACK,Ranpak Holdings Corp,$5.97,$504M (Micro),Yes,"618,610",2.77
PAGP,Plains GP Holdings LP,$21.59,$4B (Small),Yes,"2,449,730",0.53
PAGS,PagSeguro Digital Ltd,$10.55,$3B (Small),Yes,"4,412,740",1.37
PANL,Pangaea Logistics Solutions Ltd,$8.48,$551M (Micro),Yes,"710,620",0.77
PAR,PAR Technology Corp,$20.86,$847M (Micro),Yes,"1,783,840",1.33
PATH,UiPath Inc,$11.32,$6B (Small),Yes,"33,290,810",1.08
PAVM,PAVmed Inc,$10.45,$10M (Micro),Yes,"303,710",0.88
PAX,Patria Investments Ltd,$13.91,$2B (Small),Yes,"1,353,610",0.69
PAY,Paymentus Holdings Inc,$23.10,$3B (Small),Yes,"739,890",1.51
PAYO,Payoneer Global Inc,$5.40,$2B (Micro),Yes,"4,493,280",1.07
PBI,Pitney Bowes Inc,$10.25,$2B (Micro),Yes,"1,703,320",1.42
PBR,Petroleo Brasileiro SA Petrobras,$15.19,$57B (Large),Yes,"24,760,050",0.57
PBYI,Puma Biotechnology Inc,$6.82,$344M (Micro),Yes,"432,210",1.22
PCG,PG&E Corp,$18.16,$40B (Mid),Yes,"24,102,490",0.33
PCRX,Pacira Biosciences Inc,$21.77,$895M (Micro),Yes,"713,460",0.21
PCT,Purecycle Technologies Inc,$8.69,$2B (Micro),Yes,"2,987,850",2.03
PD,PagerDuty Inc,$6.94,$637M (Micro),Yes,"4,699,980",0.74
PDM,Piedmont Realty Trust Inc,$8.25,$1B (Micro),Yes,"1,046,980",1.23
PDYN,Palladyne AI Corp,$6.72,$300M (Micro),Yes,"3,506,270",3.78
PEB,Pebblebrook Hotel Trust,$12.75,$1B (Micro),Yes,"2,071,520",1.47
PENG,Penguin Solutions Inc,$19.37,$1B (Micro),Yes,"1,514,320",2.19
PENN,PENN Entertainment Inc,$11.76,$2B (Micro),Yes,"4,551,500",1.38
PEPG,PepGen Inc,$6.44,$443M (Micro),Yes,"915,940",1.84
PERI,Perion Network Ltd,$8.54,$345M (Micro),Yes,"380,740",1.45
PFLT,PennantPark Floating Rate Capital Ltd,$8.63,$856M (Micro),Yes,"1,454,950",0.76
PFS,Provident Financial Services Inc,$22.96,$3B (Small),Yes,"900,010",0.84
PGNY,Progyny Inc,$20.69,$2B (Micro),Yes,"1,388,970",1.0
PGY,Pagaya Technologies Ltd,$12.43,$999M (Micro),Yes,"8,030,970",5.94
PHAT,Phathom Pharmaceuticals Inc,$12.02,$937M (Micro),Yes,"800,140",0.52
PHR,Phreesia Inc,$11.95,$720M (Micro),Yes,"2,511,660",0.68
PINS,Pinterest Inc,$15.42,$10B (Mid),Yes,"22,088,190",0.95
PK,Park Hotels & Resorts Inc,$11.20,$2B (Small),Yes,"3,965,880",1.39
PKE,Park Aerospace Corp,$23.68,$472M (Micro),Yes,"260,310",0.33
PL,Planet Labs PBC,$22.42,$8B (Mid),Yes,"10,380,880",1.97
PLAY,Dave & Buster's Entertainment Inc,$14.85,$515M (Micro),Yes,"854,160",1.8
PLSE,Pulse Biosciences Inc,$23.01,$2B (Micro),Yes,"739,120",1.64
PMT,PennyMac Mortgage Investment Trust,$12.64,$1B (Micro),Yes,"1,352,770",1.23
PNNT,Pennantpark Investment Corp,$5.16,$337M (Micro),Yes,"957,250",0.68
POET,POET Technologies Inc,$5.58,$852M (Micro),Yes,"7,063,590",0.39
PR,Permian Resources Corp,$17.29,$14B (Mid),Yes,"13,167,850",0.65
PRA,ProAssurance Corp,$24.49,$1B (Micro),Yes,"714,460",0.05
PRAA,PRA Group Inc,$10.86,$424M (Micro),Yes,"647,320",1.31
PRCH,Porch Group Inc,$8.36,$1B (Micro),Yes,"2,457,660",3.02
PRE,Prenetics Global Ltd,$21.97,$310M (Micro),Yes,"283,300",0.31
PRGO,Perrigo Company PLC,$14.54,$2B (Micro),Yes,"1,992,110",0.39
PRMB,Primo Brands Corp,$18.76,$7B (Small),Yes,"4,999,440",0.64
PRTH,Priority Technology Holdings Inc,$5.39,$441M (Micro),Yes,"393,560",1.4
PRVA,Privia Health Group Inc,$22.39,$3B (Small),Yes,"705,850",0.84
PSFE,Paysafe Ltd,$6.11,$351M (Micro),Yes,"545,780",1.76
PSKY,Paramount Skydance Corp,$10.32,$11B (Mid),Yes,"8,479,290",1.21
PSNL,Personalis Inc,$8.21,$729M (Micro),Yes,"1,269,120",2.04
PSNY,Polestar Automotive Holding UK PLC,$18.44,$2B (Micro),Yes,"423,560",1.27
PSO,Pearson PLC,$12.56,$8B (Mid),Yes,"1,534,120",0.38
PSTL,Postal Realty Trust Inc,$18.85,$492M (Micro),Yes,"365,320",0.73
PTEN,Patterson-UTI Energy Inc,$8.10,$3B (Small),Yes,"12,107,730",0.71
PTLO,Portillos Inc,$5.40,$407M (Micro),Yes,"1,520,550",1.75
PUBM,PubMatic Inc,$6.54,$304M (Micro),Yes,"814,190",1.5
PUMP,ProPetro Holding Corp,$12.02,$1B (Micro),Yes,"3,160,820",0.71
PWP,Perella Weinberg Partners,$21.48,$2B (Micro),Yes,"1,351,550",1.66
QBTS,D-Wave Quantum Inc,$19.67,$7B (Small),Yes,"28,530,970",1.6
QDEL,QuidelOrtho Corp,$23.58,$2B (Micro),Yes,"1,420,510",0.74
QFIN,Qfin Holdings Inc,$15.55,$2B (Micro),Yes,"1,489,850",0.53
QNST,QuinStreet Inc,$11.25,$641M (Micro),Yes,"1,420,110",0.71
QS,Quantumscape Corp,$7.73,$5B (Small),Yes,"18,313,940",2.51
QTRX,Quanterix Corp,$5.74,$268M (Micro),Yes,"561,080",1.08
QUBT,Quantum Computing Inc,$8.47,$2B (Micro),Yes,"14,215,050",3.51
QURE,Uniqure NV,$20.50,$1B (Micro),Yes,"2,097,450",0.7
RAMP,Liveramp Holdings Inc,$24.36,$2B (Micro),Yes,"925,470",1.14
RARE,Ultragenyx Pharmaceutical Inc,$20.52,$2B (Micro),Yes,"2,572,370",0.18
RCAT,Red Cat Holdings Inc,$11.37,$1B (Micro),Yes,"9,336,570",1.39
RCUS,Arcus Biosciences Inc,$18.92,$2B (Small),Yes,"920,630",0.86
RDW,Redwire Corp,$8.02,$1B (Micro),Yes,"24,344,830",2.54
RDY,Dr Reddy's Laboratories Ltd,$14.14,$12B (Mid),Yes,"2,219,340",0.34
REAL,RealReal Inc,$11.45,$1B (Micro),Yes,"3,174,390",2.7
RELY,Remitly Global Inc,$12.76,$3B (Small),Yes,"3,208,940",0.11
REPL,Replimune Group Inc,$7.97,$658M (Micro),Yes,"1,150,760",0.71
RES,RPC Inc,$5.82,$1B (Micro),Yes,"3,438,150",0.69
REYN,Reynolds Consumer Products Inc,$23.73,$5B (Small),Yes,"1,615,850",0.56
RGNX,Regenxbio Inc,$7.99,$404M (Micro),Yes,"1,085,860",1.11
RGTI,Rigetti Computing Inc,$16.09,$5B (Small),Yes,"31,061,840",1.74
RHI,Robert Half Inc,$24.77,$3B (Small),Yes,"4,464,460",0.91
RIG,Transocean Ltd,$6.54,$7B (Small),Yes,"84,770,200",1.38
RILY,BRC Group Holdings Inc,$6.82,$209M (Micro),Yes,"676,030",1.26
RIOT,Riot Platforms Inc,$15.22,$6B (Small),Yes,"21,087,690",3.58
RITM,Rithm Capital Corp,$10.57,$6B (Small),Yes,"11,005,200",1.2
RIVN,Rivian Automotive Inc,$17.73,$22B (Mid),Yes,"39,165,290",1.7
RKT,Rocket Companies Inc,$18.68,$53B (Large),Yes,"34,019,310",2.29
RLAY,Relay Therapeutics Inc,$8.93,$2B (Micro),Yes,"2,740,070",1.57
RLGT,Radiant Logistics Inc,$7.33,$343M (Micro),Yes,"318,550",0.69
RLJ,RLJ Lodging Trust,$8.29,$1B (Micro),Yes,"1,653,840",1.06
RMR,RMR Group Inc,$17.04,$546M (Micro),Yes,"285,020",0.92
RNW,Renew Energy Global PLC,$5.35,$2B (Micro),Yes,"749,730",0.9
RPC,Ridgepost Capital Inc,$8.70,$957M (Micro),Yes,"737,920",0.5
RPD,Rapid7 Inc,$7.18,$470M (Micro),Yes,"2,344,530",0.89
RSI,Rush Street Interactive Inc,$16.03,$4B (Small),Yes,"2,338,980",1.59
RUM,Rumble Inc,$5.96,$2B (Micro),Yes,"2,246,650",0.68
RUN,Sunrun Inc,$19.09,$4B (Small),Yes,"8,401,050",2.37
RWAY,Runway Growth Finance Corp,$8.59,$310M (Micro),Yes,"424,980",0.62
RXO,RXO Inc,$13.51,$2B (Small),Yes,"4,609,660",1.62
RXST,Rxsight Inc,$8.04,$331M (Micro),Yes,"1,149,630",1.14
RYAM,Rayonier Advanced Materials Inc,$8.24,$552M (Micro),Yes,"713,630",2.16
RYN,Rayonier Inc,$23.60,$7B (Small),Yes,"3,638,820",0.98
S,SentinelOne Inc,$13.87,$5B (Small),Yes,"9,924,970",0.77
SAFE,Safehold Inc,$15.66,$1B (Micro),Yes,"397,810",1.79
SAN,Banco Santander SA,$11.86,$174B (Large),Yes,"25,539,340",0.73
SB,Safe Bulkers Inc,$5.99,$613M (Micro),Yes,"706,850",1.05
SBGI,Sinclair Inc,$14.96,$1B (Micro),Yes,"387,800",0.94
SBH,Sally Beauty Holdings Inc,$16.32,$2B (Micro),Yes,"2,343,720",1.13
SBLK,Star Bulk Carriers Corp,$23.80,$3B (Small),Yes,"1,029,430",0.76
SBRA,Sabra Health Care REIT Inc,$20.17,$5B (Small),Yes,"3,394,960",0.63
SBSW,Sibanye Stillwater Ltd,$17.23,$12B (Mid),Yes,"7,514,490",0.62
SCM,Stellus Capital Investment Corp,$11.47,$332M (Micro),Yes,"294,510",0.66
SCVL,Shoe Carnival Inc,$20.09,$550M (Micro),Yes,"332,390",1.33
SD,SandRidge Energy Inc,$16.90,$621M (Micro),Yes,"332,360",0.54
SDGR,Schrodinger Inc,$11.40,$840M (Micro),Yes,"1,978,610",1.58
SEM,Select Medical Holdings Corp,$16.38,$2B (Micro),Yes,"844,960",1.19
SEMR,SEMrush Holdings Inc,$11.83,$2B (Micro),Yes,"2,266,760",1.55
SENS,Senseonics Holdings Inc,$7.51,$307M (Micro),Yes,"612,030",0.92
SFL,SFL Corporation Ltd,$10.30,$1B (Micro),Yes,"2,193,230",0.44
SFNC,Simmons First National Corp,$21.36,$3B (Small),Yes,"1,256,840",0.9
SG,Sweetgreen Inc,$5.14,$608M (Micro),Yes,"4,019,180",1.95
SGHC,SGHC Ltd,$8.96,$5B (Small),Yes,"3,383,600",1.09
SGRY,Surgery Partners Inc,$15.46,$2B (Micro),Yes,"1,975,390",1.95
SHBI,Shore Bancshares Inc,$19.79,$661M (Micro),Yes,"341,790",0.88
SHC,Sotera Health Co,$17.12,$5B (Small),Yes,"1,627,330",1.83
SHEN,Shenandoah Telecommunications Co,$12.94,$710M (Micro),Yes,"336,990",0.79
SHLS,Shoals Technologies Group Inc,$10.24,$2B (Micro),Yes,"4,168,990",1.68
SHO,Sunstone Hotel Investors Inc,$9.22,$2B (Micro),Yes,"2,732,390",0.97
SIBN,SI-BONE Inc,$15.33,$665M (Micro),Yes,"401,580",0.7
SIGA,SIGA Technologies Inc,$6.79,$486M (Micro),Yes,"373,480",0.96
SIRI,Sirius XM Holdings Inc,$21.29,$7B (Small),Yes,"8,771,940",0.92
SITC,Site Centers Corp,$6.46,$339M (Micro),Yes,"641,320",1.04
SLDB,Solid Biosciences Inc,$6.19,$482M (Micro),Yes,"1,367,070",2.64
SLM,SLM Corp,$24.04,$5B (Small),Yes,"3,091,630",1.16
SLP,Simulations Plus Inc,$12.29,$248M (Micro),Yes,"526,420",1.19
SLRC,SLR Investment Corp,$15.00,$818M (Micro),Yes,"312,120",0.68
SM,SM Energy Co,$21.46,$5B (Small),Yes,"8,169,320",1.04
SMFG,Sumitomo Mitsui Financial Group Inc,$23.81,$151B (Large),Yes,"2,601,240",0.35
SMPL,Simply Good Foods Co,$15.95,$1B (Micro),Yes,"2,514,790",0.28
SMR,Nuscale Power Corp,$14.31,$4B (Small),Yes,"25,437,800",2.2
SNBR,Sleep Number Corp,$9.42,$215M (Micro),Yes,"571,380",1.89
SNCR,Synchronoss Technologies Inc,$9.00,$104M (Micro),Yes,"293,880",1.41
SNCY,Sun Country Airlines Holdings Inc,$21.19,$1B (Micro),Yes,"1,458,400",1.53
SND,Smart Sand Inc,$5.36,$233M (Micro),Yes,"425,350",0.26
SNDX,Syndax Pharmaceuticals Inc,$20.48,$2B (Micro),Yes,"1,254,030",0.43
SOC,Sable Offshore Corp,$8.89,$1B (Micro),Yes,"5,509,740",0.42
SOFI,SoFi Technologies Inc,$19.61,$25B (Mid),Yes,"67,594,600",2.2
SONO,Sonos Inc,$15.51,$2B (Micro),Yes,"3,123,260",1.96
SONY,Sony Group Corp,$23.19,$138B (Large),Yes,"8,378,290",0.95
SOUN,SoundHound AI Inc,$7.46,$3B (Small),Yes,"27,847,560",2.92
SPIR,Spire Global Inc,$9.51,$329M (Micro),Yes,"542,980",2.5
SPNT,Siriuspoint Ltd,$20.51,$2B (Small),Yes,"654,630",0.66
SPRY,ARS Pharmaceuticals Inc,$8.85,$875M (Micro),Yes,"1,226,130",0.79
SPT,Sprout Social Inc,$7.15,$423M (Micro),Yes,"2,230,610",0.93
SRAD,Sportradar Group AG,$16.47,$5B (Small),Yes,"2,784,530",2.02
SRI,Stoneridge Inc,$8.82,$247M (Micro),Yes,"294,570",1.41
SRPT,Sarepta Therapeutics Inc,$17.79,$2B (Micro),Yes,"2,392,960",0.41
SSL,Sasol Ltd,$7.96,$5B (Small),Yes,"2,669,210",0.38
SSTI,SoundThinking Inc,$7.58,$96M (Micro),Yes,"271,640",1.14
SSTK,Shutterstock Inc,$17.27,$613M (Micro),Yes,"337,290",1.23
SSYS,Stratasys Ltd,$10.97,$937M (Micro),Yes,"802,460",1.66
STAA,STAAR Surgical Co,$16.10,$801M (Micro),Yes,"1,293,130",1.09
STKL,Sunopta Inc,$6.44,$762M (Micro),Yes,"8,079,810",1.02
STNE,StoneCo Ltd,$16.86,$5B (Small),Yes,"5,582,230",1.77
STVN,Stevanato Group SpA,$16.01,$5B (Small),Yes,"974,610",0.57
STWD,Starwood Property Trust Inc,$18.07,$7B (Small),Yes,"3,455,170",1.12
SUPV,Grupo Supervielle SA,$10.52,$921M (Micro),Yes,"1,183,990",1.75
SVM,Silvercorp Metals Inc,$10.98,$2B (Small),Yes,"6,646,970",0.96
SVRA,Savara Inc,$5.60,$1B (Micro),Yes,"1,606,320",0.32
SWBI,Smith & Wesson Brands Inc,$11.75,$523M (Micro),Yes,"492,890",1.05
SWIM,Latham Group Inc,$6.60,$770M (Micro),Yes,"400,860",1.69
SXC,SunCoke Energy Inc,$7.99,$676M (Micro),Yes,"1,031,340",0.93
TAC,TransAlta Corp,$13.58,$4B (Small),Yes,"1,405,060",0.76
TAK,Takeda Pharmaceutical Co Ltd,$18.46,$58B (Large),Yes,"2,923,200",0.04
TAL,TAL Education Group,$11.25,$7B (Small),Yes,"3,991,690",0.09
TALO,Talos Energy Inc,$13.12,$2B (Small),Yes,"1,851,910",0.52
TARA,Protara Therapeutics Inc,$6.51,$336M (Micro),Yes,"541,600",1.4
TASK,Taskus Inc,$10.02,$906M (Micro),Yes,"471,230",2.12
TBCH,Turtle Beach Corp,$11.81,$228M (Micro),Yes,"264,550",2.23
TBPH,Theravance Biopharma Inc,$19.53,$990M (Micro),Yes,"418,570",0.16
TDAY,USA TODAY Co Inc,$5.96,$877M (Micro),Yes,"1,675,010",1.58
TE,T1 Energy Inc,$6.12,$2B (Micro),Yes,"21,056,370",1.68
TECX,Tectonic Therapeutic Inc,$22.28,$417M (Micro),Yes,"853,220",1.58
TENB,Tenable Holdings Inc,$22.55,$3B (Small),Yes,"4,286,680",0.64
TEO,Telecom Argentina SA,$11.42,$1B (Micro),Yes,"409,210",1.22
TFSL,TFS Financial Corp,$14.93,$4B (Small),Yes,"798,280",0.72
TGB,Taseko Mines Ltd,$8.29,$3B (Small),Yes,"7,375,500",1.19
TGNA,Tegna Inc,$20.95,$3B (Small),Yes,"2,428,180",0.12
TH,Target Hospitality Corp,$7.15,$713M (Micro),Yes,"363,030",1.37
TIGR,UP Fintech Holding Ltd,$8.03,$1B (Micro),Yes,"2,638,630",0.43
TK,Teekay Corp Ltd,$11.42,$974M (Micro),Yes,"588,970",0.04
TKC,Turkcell Iletisim Hizmetleri AS,$7.05,$6B (Small),Yes,"999,370",0.91
TLRY,Tilray Brands Inc,$7.51,$875M (Micro),Yes,"3,036,170",1.96
TMC,TMC the metals company Inc,$6.09,$3B (Small),Yes,"7,518,780",1.88
TME,Tencent Music Entertainment Group,$15.85,$25B (Mid),Yes,"6,467,290",0.53
TNDM,Tandem Diabetes Care Inc,$18.95,$1B (Micro),Yes,"985,120",1.69
TNGX,Tango Therapeutics Inc,$12.90,$2B (Micro),Yes,"2,939,390",1.73
TNXP,Tonix Pharmaceuticals Holding Corp,$15.14,$194M (Micro),Yes,"315,080",1.87
TPVG,Triplepoint Venture Growth BDC Corp,$5.65,$228M (Micro),Yes,"474,710",1.39
TRIN,Trinity Capital Inc,$15.41,$1B (Micro),Yes,"1,548,970",0.6
TRIP,Tripadvisor Inc,$9.61,$1B (Micro),Yes,"4,488,520",0.99
TROX,Tronox Holdings PLC,$7.85,$1B (Micro),Yes,"4,278,510",1.06
TRTX,TPG RE Finance Trust Inc,$8.85,$693M (Micro),Yes,"609,270",1.56
TRVI,Trevi Therapeutics Inc,$10.40,$1B (Micro),Yes,"1,351,310",0.98
TSLX,Sixth Street Specialty Lending Inc,$19.23,$2B (Micro),Yes,"1,122,180",0.75
TSSI,TSS Inc,$8.14,$235M (Micro),Yes,"833,920",2.17
TTI,Tetra Technologies Inc,$10.94,$1B (Micro),Yes,"1,580,440",1.17
TU,Telus Corp,$13.48,$21B (Mid),Yes,"7,307,000",0.7
TWI,Titan International Inc,$11.02,$705M (Micro),Yes,"746,970",1.44
TWO,Two Harbors Investment Corp,$11.40,$1B (Micro),Yes,"2,979,630",1.19
TXG,10X Genomics Inc,$18.12,$2B (Small),Yes,"3,132,170",2.24
U,Unity Software Inc,$18.68,$8B (Mid),Yes,"36,372,130",2.15
UAA,Under Armour Inc,$7.19,$2B (Micro),Yes,"14,524,210",1.75
UAMY,United States Antimony Corp,$7.62,$1B (Micro),Yes,"14,533,790",0.02
UE,Urban Edge Properties,$20.77,$3B (Small),Yes,"1,105,050",1.03
UEC,Uranium Energy Corp,$15.52,$8B (Small),Yes,"10,340,760",1.22
UGP,Ultrapar Participacoes SA,$5.13,$5B (Small),Yes,"2,224,260",0.85
ULCC,Frontier Group Holdings Inc,$5.35,$1B (Micro),Yes,"4,356,480",2.5
UMC,United Microelectronics Corp,$10.42,$26B (Mid),Yes,"10,580,370",1.03
UMH,UMH Properties Inc,$16.09,$1B (Micro),Yes,"432,020",1.04
UNCY,Unicycive Therapeutics Inc,$6.20,$133M (Micro),Yes,"540,470",1.83
UNIT,Uniti Group Inc (Delaware),$8.36,$2B (Micro),Yes,"1,736,110",1.48
UPBD,Upbound Group Inc,$20.31,$1B (Micro),Yes,"599,970",1.83
UPWK,Upwork Inc,$13.23,$2B (Micro),Yes,"6,932,890",1.09
URGN,Urogen Pharma Ltd,$20.10,$941M (Micro),Yes,"632,850",1.36
USAU,US Gold Corp,$16.15,$263M (Micro),Yes,"343,780",0.8
UTZ,UTZ Brands Inc,$9.35,$1B (Micro),Yes,"2,152,070",0.94
UUUU,Energy Fuels Inc,$20.72,$5B (Small),Yes,"14,327,730",1.44
VERX,Vertex Inc,$12.75,$2B (Micro),Yes,"4,259,350",0.66
VFC,VF Corp,$20.30,$8B (Mid),Yes,"7,265,210",1.65
VIPS,Vipshop Holdings Ltd,$17.54,$9B (Mid),Yes,"1,870,560",0.66
VIR,Vir Biotechnology Inc,$7.47,$1B (Micro),Yes,"1,478,630",1.68
VIV,Telefonica Brasil SA,$15.72,$25B (Mid),Yes,"998,140",0.64
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,$10.07,$1B (Micro),Yes,"649,540",1.83
VLY,Valley National Bancorp,$13.49,$8B (Small),Yes,"9,895,000",1.07
VNDA,Vanda Pharmaceuticals Inc,$6.09,$360M (Micro),Yes,"1,299,430",0.62
VOD,Vodafone Group PLC,$15.57,$36B (Mid),Yes,"7,098,540",0.4
VOR,Vor Biopharma Inc,$12.78,$531M (Micro),Yes,"785,180",2.03
VRE,Veris Residential Inc,$16.63,$2B (Micro),Yes,"1,175,060",1.23
VREX,Varex Imaging Corp,$13.52,$566M (Micro),Yes,"510,450",0.88
VRRM,Verra Mobility Corp,$18.37,$3B (Small),Yes,"1,930,750",0.59
VSH,Vishay Intertechnology Inc,$18.88,$3B (Small),Yes,"3,207,450",1.14
VSTM,Verastem Inc,$5.82,$449M (Micro),Yes,"1,733,110",0.4
VTRS,Viatris Inc,$15.77,$18B (Mid),Yes,"11,654,880",0.75
VTYX,Ventyx Biosciences Inc,$13.97,$1B (Micro),Yes,"2,732,130",1.27
VYX,NCR Voyix Corp,$9.49,$1B (Micro),Yes,"1,947,900",1.45
WB,Weibo Corp,$10.01,$2B (Small),Yes,"1,354,970",0.14
WDS,Woodside Energy Group Ltd,$18.62,$35B (Mid),Yes,"888,800",0.46
WEAV,Weave Communications Inc,$5.60,$437M (Micro),Yes,"2,787,080",1.72
WEN,Wendy's Co,$7.48,$1B (Micro),Yes,"10,957,730",0.38
WEST,Westrock Coffee Co,$5.01,$485M (Micro),Yes,"305,550",0.47
WNC,Wabash National Corp,$11.86,$480M (Micro),Yes,"851,000",1.62
WPP,WPP PLC,$18.76,$4B (Small),Yes,"706,530",0.78
WRBY,Warby Parker Inc,$22.46,$3B (Small),Yes,"3,077,840",2.08
WSC,WillScot Holdings Corp,$21.62,$4B (Small),Yes,"1,652,400",1.08
WT,WisdomTree Inc,$16.36,$2B (Small),Yes,"4,120,330",1.09
WTTR,Select Water Solutions Inc,$12.82,$2B (Micro),Yes,"828,740",0.98
WU,Western Union Co,$9.60,$3B (Small),Yes,"9,617,110",0.52
WULF,Terawulf Inc,$16.26,$7B (Small),Yes,"47,841,770",3.67
WWW,Wolverine World Wide Inc,$17.61,$1B (Micro),Yes,"983,010",1.89
XERS,Xeris Biopharma Holdings Inc,$6.82,$1B (Micro),Yes,"1,264,110",0.65
XHR,Xenia Hotels & Resorts Inc,$15.73,$1B (Micro),Yes,"582,670",1.17
XIFR,XPLR Infrastructure LP,$10.79,$1B (Micro),Yes,"2,330,890",0.94
XNCR,Xencor Inc,$11.59,$828M (Micro),Yes,"497,630",0.97
XNET,Xunlei Ltd,$5.79,$364M (Micro),Yes,"250,450",1.05
XP,XP Inc,$19.87,$10B (Mid),Yes,"6,940,700",1.21
XPER,Xperi Inc,$5.46,$253M (Micro),Yes,"489,330",0.67
XPEV,Xpeng Inc,$17.94,$17B (Mid),Yes,"7,038,920",1.19
XPOF,Xponential Fitness Inc,$8.30,$406M (Micro),Yes,"433,810",1.4
XPRO,Expro Group Holdings NV,$16.33,$2B (Micro),Yes,"756,790",0.92
XRAY,DENTSPLY SIRONA Inc,$12.95,$3B (Small),Yes,"5,021,910",1.0
YELP,Yelp Inc,$20.98,$1B (Micro),Yes,"1,969,570",0.58
YEXT,Yext Inc,$5.57,$683M (Micro),Yes,"3,638,050",1.02
YMM,Full Truck Alliance Co Ltd,$9.48,$10B (Mid),Yes,"6,583,690",0.23
ZETA,Zeta Global Holdings Corp,$15.46,$4B (Small),Yes,"9,978,270",1.3
ZGN,Ermenegildo Zegna NV,$11.04,$3B (Small),Yes,"719,180",0.77
ZIM,ZIM Integrated Shipping Services Ltd,$22.20,$3B (Small),Yes,"2,334,300",1.54
ZLAB,Zai Lab Ltd,$20.03,$2B (Small),Yes,"852,420",0.83
ZURA,Zura Bio Ltd,$6.08,$448M (Micro),Yes,"393,990",0.19
ZVRA,Zevra Therapeutics Inc,$8.50,$479M (Micro),Yes,"750,290",0.93
ZYME,Zymeworks Inc,$22.60,$2B (Micro),Yes,"554,070",1.23
